	score	l_child_score	r_child_score	phrase_length	pred_score	pred_phrase_length
17779	4	2	4	6	3	6
17780	2	2	2	2	2	2
17781	2	2	2	2	2	2
17782	2	2	2	6	2	6
17783	4	3	2	5	3	5
17784	2	2	2	1	2	1
17785	2	2	2	1	2	1
17786	2	2	2	5	1	5
17787	3	2	4	2	3	2
17788	2	2	2	2	2	2
17789	2	2	3	4	1	4
17790	4	4	2	1	4	1
17791	2	2	2	1	2	1
17792	2	2	2	2	2	2
17793	3	2	2	1	2	1
17794	2	2	2	1	2	1
17795	3	3	2	22	1	22
17796	3	2	3	21	1	21
17797	2	2	2	4	1	4
17798	3	2	2	16	1	16
17799	2	2	2	3	1	3
17800	2	3	1	2	1	2
17801	2	2	1	13	3	13
17802	2	1	3	2	1	2
17803	3	2	3	1	2	1
17804	1	2	2	12	3	12
17805	3	2	2	1	1	1
17806	2	2	2	1	1	1
17807	2	2	2	10	3	10
17808	2	2	1	9	3	9
17809	2	2	3	2	3	2
17810	1	2	1	6	3	6
17811	3	2	3	1	3	1
17812	1	1	1	5	3	5
17813	1	1	2	2	2	2
17814	1	2	1	2	3	2
17815	1	3	1	1	2	1
17816	1	2	2	1	1	1
17817	4	3	4	18	3	18
17818	3	2	4	6	3	6
17819	4	3	3	11	3	11
17820	4	2	4	5	3	5
17821	3	2	4	2	3	2
17822	3	2	4	8	3	8
17823	2	2	2	3	3	3
17824	4	3	2	1	3	1
17825	4	3	3	1	3	1
17826	4	4	4	7	3	7
17827	2	2	2	2	3	2
17828	4	3	2	5	3	5
17829	4	2	3	1	2	1
17830	2	2	3	1	3	1
17831	3	4	2	4	3	4
17832	2	2	2	3	3	3
17833	2	2	3	2	3	2
17834	3	3	2	1	2	1
17835	4	2	2	14	3	14
17836	2	3	2	13	3	13
17837	3	3	2	10	3	10
17838	2	2	2	2	2	2
17839	3	2	2	3	3	3
17840	2	2	2	6	3	6
17841	2	2	2	1	2	1
17842	2	4	0	2	4	2
17843	2	2	2	5	3	5
17844	0	1	2	1	3	1
17845	2	3	2	4	3	4
17846	2	2	2	3	3	3
17847	2	3	2	2	3	2
17848	2	2	2	1	2	1
17849	3	2	4	28	3	28
17850	4	2	2	27	3	27
17851	2	1	3	26	3	26
17852	1	2	2	23	3	23
17853	3	2	3	2	3	2
17854	2	2	1	22	3	22
17855	3	2	2	1	3	1
17856	2	3	2	13	1	13
17857	1	1	2	8	3	8
17858	3	2	3	12	1	12
17859	1	2	1	1	2	1
17860	2	2	2	6	2	6
17861	2	1	2	6	1	6
17862	3	3	3	5	2	5
17863	2	2	2	5	2	5
17864	1	2	1	5	1	5
17865	3	2	2	3	2	3
17866	3	2	2	1	2	1
17867	2	2	2	4	2	4
17868	1	2	1	4	1	4
17869	2	2	2	2	2	2
17870	2	2	2	3	2	3
17871	1	2	1	3	1	3
17872	2	2	2	1	2	1
17873	2	2	2	2	2	2
17874	1	1	1	2	0	2
17875	2	2	2	1	2	1
17876	1	2	2	1	1	1
17877	3	2	2	20	2	20
17878	2	1	3	19	2	19
17879	1	1	2	14	2	14
17880	3	2	3	4	2	4
17881	1	1	2	13	2	13
17882	3	2	3	3	2	3
17883	1	2	1	12	2	12
17884	2	2	2	1	2	1
17885	3	4	3	1	3	1
17886	2	3	2	2	2	2
17887	1	2	1	9	2	9
17888	2	2	1	1	2	1
17889	1	2	1	8	1	8
17890	2	2	2	2	2	2
17891	1	2	1	5	2	5
17892	2	2	2	1	2	1
17893	1	2	2	4	2	4
17894	2	2	2	1	2	1
17895	2	2	1	2	3	2
17896	1	2	2	1	2	1
17897	3	3	2	40	3	40
17898	3	1	3	39	3	39
17899	1	0	2	32	2	32
17900	3	2	3	6	3	6
17901	0	2	1	31	1	31
17902	3	3	3	5	3	5
17903	1	2	1	30	1	30
17904	3	2	2	4	3	4
17905	1	2	2	29	1	29
17906	2	3	2	2	3	2
17907	2	2	3	1	3	1
17908	2	2	2	28	1	28
17909	3	2	2	1	3	1
17910	2	2	1	27	1	27
17911	2	2	2	3	2	3
17912	1	2	1	23	3	23
17913	2	2	1	1	2	1
17914	2	2	2	1	2	1
17915	2	2	3	9	3	9
17916	1	2	1	13	1	13
17917	3	2	2	8	3	8
17918	1	2	2	12	1	12
17919	2	2	3	7	3	7
17920	2	0	2	11	1	11
17921	2	2	2	2	2	2
17922	3	2	3	4	3	4
17923	0	2	1	10	1	10
17924	2	2	2	1	2	1
17925	3	3	2	3	3	3
17926	2	1	2	5	2	5
17927	1	2	2	4	1	4
17928	2	2	3	2	3	2
17929	1	2	2	4	1	4
17930	2	2	1	3	1	3
17931	3	2	3	1	3	1
17932	2	2	1	3	1	3
17933	1	1	1	2	1	2
17934	1	1	3	2	1	2
17935	1	2	2	1	1	1
17936	1	2	2	1	1	1
17937	2	2	1	29	1	29
17938	2	2	1	25	1	25
17939	1	2	2	3	1	3
17940	2	2	2	1	2	1
17941	1	2	2	23	1	23
17942	2	2	1	2	1	2
17943	2	2	1	22	3	22
17944	1	2	1	1	1	1
17945	2	2	2	10	2	10
17946	1	2	2	11	2	11
17947	2	2	2	9	2	9
17948	2	2	1	10	3	10
17949	2	2	2	8	2	8
17950	2	2	2	1	2	1
17951	1	2	1	8	3	8
17952	2	2	3	7	3	7
17953	1	2	2	7	2	7
17954	2	2	2	6	2	6
17955	2	2	2	6	2	6
17956	2	2	1	5	2	5
17957	2	2	2	5	2	5
17958	1	2	2	4	2	4
17959	2	1	2	4	2	4
17960	2	2	2	1	2	1
17961	2	2	2	2	2	2
17962	1	2	1	1	1	1
17963	2	2	2	2	2	2
17964	2	2	2	1	3	1
17965	2	2	2	1	2	1
17966	4	4	4	16	3	16
17967	4	2	3	4	3	4
17968	4	3	2	11	3	11
17969	3	4	2	3	3	3
17970	3	2	3	10	4	10
17971	4	4	2	2	3	2
17972	3	3	4	9	4	9
17973	2	2	3	1	3	1
17974	4	2	3	8	3	8
17975	3	3	3	7	3	7
17976	3	2	3	2	3	2
17977	3	2	3	4	2	4
17978	3	3	2	1	3	1
17979	3	4	3	3	2	3
17980	3	2	2	2	2	2
17981	2	2	3	1	2	1
17982	4	4	4	27	3	27
17983	4	4	3	21	4	21
17984	4	2	3	5	1	5
17985	4	3	3	5	3	5
17986	3	2	3	15	3	15
17987	3	2	4	4	1	4
17988	3	3	3	2	3	2
17989	3	2	3	2	3	2
17990	3	2	4	14	3	14
17991	4	3	2	3	1	3
17992	3	2	3	1	3	1
17993	3	2	3	1	3	1
17994	2	2	3	3	3	3
17995	4	3	2	10	3	10
17996	3	2	2	2	2	2
17997	3	2	2	2	2	2
17998	3	2	2	5	3	5
17999	2	2	3	4	2	4
18000	2	1	2	1	1	1
18001	2	2	2	1	2	1
18002	2	2	3	4	2	4
18003	3	2	2	3	2	3
18004	3	2	2	3	2	3
18005	2	2	2	2	2	2
18006	2	2	2	1	2	1
18007	2	2	2	1	2	1
18008	2	1	2	1	2	1
18009	3	4	1	23	2	23
18010	4	2	4	19	2	19
18011	1	2	2	3	2	3
18012	2	2	1	5	2	5
18013	4	2	4	13	3	13
18014	2	2	2	2	2	2
18015	2	2	2	1	2	1
18016	1	2	1	3	2	3
18017	4	3	2	12	3	12
18018	2	0	2	1	1	1
18019	1	2	2	2	2	2
18020	3	2	4	6	3	6
18021	2	2	3	5	2	5
18022	2	1	2	1	2	1
18023	4	2	3	5	3	5
18024	3	3	2	4	2	4
18025	3	4	2	4	3	4
18026	3	2	2	1	3	1
18027	2	2	2	2	2	2
18028	2	2	1	3	2	3
18029	2	2	2	1	2	1
18030	1	2	1	2	2	2
18031	1	2	2	1	2	1
18032	4	4	3	19	3	19
18033	4	4	2	9	3	9
18034	3	2	2	9	2	9
18035	4	4	3	5	3	5
18036	2	2	2	3	2	3
18037	2	2	2	8	2	8
18038	4	2	3	1	3	1
18039	3	2	3	3	2	3
18040	2	2	2	2	2	2
18041	2	2	2	7	2	7
18042	3	3	2	2	2	2
18043	2	2	2	1	2	1
18044	2	2	3	6	2	6
18045	3	2	2	1	3	1
18046	2	2	3	1	2	1
18047	3	2	2	4	2	4
18048	2	2	2	3	2	3
18049	2	2	2	1	2	1
18050	2	2	2	1	2	1
18051	4	4	2	11	3	11
18052	4	2	3	10	4	10
18053	3	3	3	9	4	9
18054	3	2	4	8	3	8
18055	4	2	2	7	3	7
18056	2	2	3	6	3	6
18057	3	2	3	5	3	5
18058	3	2	3	4	3	4
18059	3	2	2	3	3	3
18060	2	2	2	1	2	1
18061	2	2	4	1	3	1
18062	4	4	2	31	3	31
18063	4	3	4	30	3	30
18064	3	3	2	12	3	12
18065	4	4	3	17	3	17
18066	3	2	3	11	3	11
18067	4	2	4	8	4	8
18068	3	2	3	8	2	8
18069	2	2	2	1	2	1
18070	3	3	2	9	3	9
18071	4	3	3	7	4	7
18072	3	2	3	7	2	7
18073	2	3	2	8	3	8
18074	3	4	2	2	4	2
18075	3	3	2	4	2	4
18076	3	2	3	6	2	6
18077	2	2	2	7	3	7
18078	4	4	2	1	4	1
18079	3	2	2	1	3	1
18080	2	2	2	2	2	2
18081	3	2	2	5	2	5
18082	2	2	2	6	3	6
18083	2	2	2	1	2	1
18084	2	2	2	2	2	2
18085	2	2	3	2	2	2
18086	2	2	2	1	2	1
18087	2	2	3	4	3	4
18088	2	2	2	1	2	1
18089	3	2	2	1	3	1
18090	3	3	2	3	3	3
18091	3	2	2	1	2	1
18092	2	2	3	1	2	1
18093	1	2	1	12	3	12
18094	1	2	2	11	2	11
18095	2	2	1	10	2	10
18096	1	2	2	9	2	9
18097	2	2	1	8	2	8
18098	1	2	2	7	2	7
18099	2	2	2	6	2	6
18100	2	2	2	5	2	5
18101	2	2	3	4	2	4
18102	3	2	2	3	2	3
18103	2	2	2	2	2	2
18104	2	2	2	1	2	1
18105	2	2	2	14	2	14
18106	2	2	2	13	2	13
18107	2	2	2	8	2	8
18108	2	2	2	4	2	4
18109	2	2	2	7	2	7
18110	2	2	2	1	2	1
18111	2	2	2	2	2	2
18112	2	2	2	6	2	6
18113	2	2	2	1	2	1
18114	2	2	2	5	2	5
18115	2	2	2	1	2	1
18116	2	2	2	3	2	3
18117	2	2	2	2	2	2
18118	2	2	3	1	2	1
18119	3	4	2	15	3	15
18120	4	4	2	14	3	14
18121	4	3	3	9	4	9
18122	2	2	3	4	2	4
18123	3	2	4	2	4	2
18124	3	2	3	6	3	6
18125	3	2	2	3	2	3
18126	4	3	2	1	4	1
18127	3	2	4	5	3	5
18128	2	2	2	2	2	2
18129	2	2	2	2	2	2
18130	4	4	3	2	4	2
18131	2	2	2	1	2	1
18132	2	2	3	1	2	1
18133	4	4	2	1	3	1
18134	2	2	3	17	1	17
18135	3	2	3	16	1	16
18136	2	2	2	2	2	2
18137	3	2	1	13	1	13
18138	2	2	2	1	2	1
18139	1	2	2	12	1	12
18140	2	2	3	11	1	11
18141	3	2	2	10	1	10
18142	2	1	3	9	1	9
18143	3	2	3	8	1	8
18144	3	2	2	7	1	7
18145	2	2	2	6	1	6
18146	2	2	2	3	2	3
18147	2	2	2	2	1	2
18148	2	2	2	2	2	2
18149	2	2	1	1	1	1
18150	2	2	2	1	2	1
18151	4	2	3	24	3	24
18152	2	2	2	7	2	7
18153	3	4	2	16	3	16
18154	2	2	3	2	2	2
18155	2	2	1	4	2	4
18156	4	2	4	15	3	15
18157	3	2	2	1	2	1
18158	1	2	2	3	2	3
18159	4	3	4	14	3	14
18160	2	2	2	2	2	2
18161	3	2	2	2	3	2
18162	4	2	4	11	3	11
18163	2	2	2	1	2	1
18164	2	2	3	1	3	1
18165	4	3	4	10	3	10
18166	3	2	2	2	2	2
18167	4	4	2	7	3	7
18168	2	2	2	1	2	1
18169	4	2	4	4	4	4
18170	2	2	2	2	2	2
18171	4	2	4	3	4	3
18172	2	2	2	1	2	1
18173	4	4	2	2	4	2
18174	2	3	2	1	2	1
18175	3	3	2	12	1	12
18176	3	2	3	5	2	5
18177	2	2	2	6	1	6
18178	3	4	2	4	2	4
18179	2	2	2	5	1	5
18180	2	2	1	3	2	3
18181	2	2	2	4	1	4
18182	1	2	1	2	2	2
18183	2	2	2	3	2	3
18184	2	2	2	1	2	1
18185	2	2	2	1	2	1
18186	2	2	2	1	2	1
18187	4	2	4	9	3	9
18188	2	2	2	1	2	1
18189	4	2	4	7	3	7
18190	4	3	2	6	3	6
18191	3	2	4	5	3	5
18192	4	2	2	4	3	4
18193	2	3	2	3	2	3
18194	3	2	2	1	3	1
18195	2	2	2	1	2	1
18196	4	3	4	11	4	11
18197	3	2	4	1	4	1
18198	4	3	2	9	3	9
18199	3	2	3	8	3	8
18200	3	2	4	7	3	7
18201	4	2	2	6	3	6
18202	2	2	2	5	3	5
18203	2	3	2	4	3	4
18204	3	2	2	2	3	2
18205	2	2	2	1	2	1
18206	2	2	2	1	3	1
18207	3	4	2	25	3	25
18208	4	4	2	24	3	24
18209	4	4	2	13	3	13
18210	2	2	2	10	1	10
18211	4	4	2	12	3	12
18212	2	2	2	9	3	9
18213	4	3	4	11	3	11
18214	2	0	2	1	2	1
18215	2	2	2	7	3	7
18216	3	2	2	3	2	3
18217	4	2	4	7	3	7
18218	2	2	3	3	3	3
18219	2	2	2	3	2	3
18220	2	2	2	2	3	2
18221	4	2	4	6	3	6
18222	2	2	3	2	2	2
18223	2	2	2	2	2	2
18224	2	2	2	1	2	1
18225	2	2	2	2	2	2
18226	4	2	4	3	3	3
18227	3	3	2	1	2	1
18228	2	2	2	1	2	1
18229	2	3	2	1	2	1
18230	4	2	3	2	3	2
18231	3	3	2	1	3	1
18232	4	2	3	16	4	16
18233	3	3	2	15	3	15
18234	3	2	4	14	4	14
18235	4	3	2	13	4	13
18236	3	4	2	4	3	4
18237	2	2	2	8	3	8
18238	4	2	4	3	4	3
18239	2	2	2	1	2	1
18240	2	2	2	6	3	6
18241	4	4	2	2	3	2
18242	2	2	2	5	3	5
18243	2	2	2	1	2	1
18244	2	2	3	1	2	1
18245	2	2	2	3	3	3
18246	2	2	2	2	3	2
18247	2	3	2	1	2	1
18248	4	4	2	7	3	7
18249	4	3	3	6	4	6
18250	3	3	2	1	3	1
18251	3	2	3	4	3	4
18252	3	2	3	3	3	3
18253	3	3	3	2	3	2
18254	3	2	2	1	2	1
18255	3	3	2	43	1	43
18256	3	2	2	42	1	42
18257	2	2	2	32	1	32
18258	2	2	3	9	3	9
18259	2	2	2	31	1	31
18260	3	2	3	8	3	8
18261	2	2	2	5	1	5
18262	2	2	2	25	1	25
18263	2	2	2	2	2	2
18264	3	2	2	5	2	5
18265	2	1	3	4	1	4
18266	2	2	2	24	1	24
18267	2	2	2	1	2	1
18268	2	2	2	4	3	4
18269	1	2	2	1	1	1
18270	3	2	2	2	2	2
18271	2	2	2	23	1	23
18272	2	2	2	3	2	3
18273	2	2	2	1	2	1
18274	2	2	3	22	1	22
18275	2	3	2	2	2	2
18276	2	2	2	1	2	1
18277	3	2	1	20	2	20
18278	2	2	2	1	2	1
18279	1	2	2	19	2	19
18280	2	2	1	18	2	18
18281	1	2	2	17	2	17
18282	2	2	2	10	2	10
18283	2	2	2	6	2	6
18284	2	2	2	9	2	9
18285	2	2	2	5	2	5
18286	2	2	2	8	2	8
18287	2	2	2	4	2	4
18288	2	2	2	7	2	7
18289	2	2	3	3	2	3
18290	2	2	3	6	2	6
18291	3	2	2	2	2	2
18292	2	2	3	3	2	3
18293	3	2	2	2	2	2
18294	2	2	2	1	2	1
18295	3	2	2	2	2	2
18296	2	2	2	1	2	1
18297	2	2	2	1	2	1
18298	4	2	3	11	3	11
18299	2	2	3	2	2	2
18300	3	2	3	8	3	8
18301	3	2	2	1	2	1
18302	3	4	2	7	3	7
18303	4	2	4	6	3	6
18304	2	2	2	1	2	1
18305	4	3	4	4	3	4
18306	3	3	2	2	3	2
18307	4	3	2	1	3	1
18308	3	2	4	1	3	1
18309	1	2	4	17	1	17
18310	2	2	2	1	2	1
18311	4	2	2	15	1	15
18312	2	2	2	14	1	14
18313	2	2	2	13	1	13
18314	2	2	2	6	1	6
18315	2	2	2	6	3	6
18316	2	2	3	3	1	3
18317	2	2	2	2	2	2
18318	2	3	2	5	3	5
18319	3	3	2	2	1	2
18320	2	2	2	1	2	1
18321	3	3	2	2	2	2
18322	2	2	2	2	3	2
18323	3	2	2	1	2	1
18324	2	2	2	1	2	1
18325	2	2	2	1	2	1
18326	4	2	4	21	3	21
18327	4	3	2	20	3	20
18328	3	4	4	19	3	19
18329	4	4	2	9	2	9
18330	4	2	3	9	3	9
18331	4	3	3	8	2	8
18332	3	3	3	8	3	8
18333	3	2	2	4	2	4
18334	3	2	2	3	2	3
18335	3	3	2	2	3	2
18336	3	2	3	5	2	5
18337	2	2	4	3	2	3
18338	2	2	2	2	2	2
18339	3	4	2	1	3	1
18340	3	2	2	4	2	4
18341	4	3	2	2	2	2
18342	2	2	2	1	3	1
18343	2	3	2	1	2	1
18344	2	2	2	2	2	2
18345	3	2	2	1	2	1
18346	2	2	2	1	2	1
18347	4	3	3	16	3	16
18348	3	2	3	6	3	6
18349	3	2	3	9	3	9
18350	2	2	2	2	2	2
18351	3	2	3	3	3	3
18352	3	2	3	8	3	8
18353	2	2	2	1	2	1
18354	3	3	2	2	3	2
18355	3	4	2	7	3	7
18356	3	2	2	1	2	1
18357	4	3	2	6	3	6
18358	3	2	2	4	3	4
18359	2	2	1	1	2	1
18360	2	3	2	3	3	3
18361	3	2	3	2	3	2
18362	3	2	4	1	3	1
18363	3	4	2	25	3	25
18364	4	3	4	24	3	24
18365	3	2	2	15	2	15
18366	4	2	4	8	3	8
18367	2	1	2	14	3	14
18368	2	3	2	1	2	1
18369	4	3	3	6	3	6
18370	1	2	1	13	3	13
18371	3	2	3	3	3	3
18372	3	2	2	2	2	2
18373	1	2	2	12	3	12
18374	3	2	3	2	3	2
18375	2	2	2	1	3	1
18376	2	2	2	1	2	1
18377	2	2	3	10	2	10
18378	3	3	2	1	3	1
18379	2	1	2	5	2	5
18380	3	2	2	4	2	4
18381	1	2	2	4	2	4
18382	2	2	1	3	2	3
18383	2	2	1	3	2	3
18384	1	2	2	2	2	2
18385	1	2	1	2	2	2
18386	2	2	1	1	2	1
18387	1	2	2	1	2	1
18388	4	2	4	7	3	7
18389	2	2	2	1	2	1
18390	4	4	2	5	3	5
18391	4	3	2	4	4	4
18392	3	4	2	3	4	3
18393	4	2	4	2	4	2
18394	4	2	4	1	4	1
18395	3	2	3	23	3	23
18396	2	2	2	8	2	8
18397	3	2	2	14	3	14
18398	2	2	3	7	2	7
18399	2	3	2	13	3	13
18400	3	2	2	6	2	6
18401	3	3	2	3	3	3
18402	2	3	2	9	3	9
18403	2	2	2	1	2	1
18404	2	2	2	4	2	4
18405	2	2	2	2	2	2
18406	3	2	3	8	3	8
18407	2	2	2	3	2	3
18408	2	3	2	1	2	1
18409	3	2	2	7	3	7
18410	2	2	2	2	2	2
18411	2	2	3	2	3	2
18412	2	2	2	4	3	4
18413	2	2	2	1	2	1
18414	3	3	2	1	3	1
18415	2	2	2	3	3	3
18416	2	2	2	2	2	2
18417	2	2	3	1	3	1
18418	3	3	2	16	3	16
18419	3	3	4	15	3	15
18420	3	2	2	6	1	6
18421	4	2	3	8	3	8
18422	2	2	2	5	1	5
18423	2	2	2	5	2	5
18424	3	2	3	2	3	2
18425	2	2	2	4	1	4
18426	2	2	2	1	2	1
18427	2	2	2	3	2	3
18428	3	2	3	1	3	1
18429	2	2	2	1	2	1
18430	2	2	3	2	1	2
18431	2	2	2	2	2	2
18432	3	0	3	1	2	1
18433	2	2	2	1	2	1
18434	4	3	3	43	3	43
18435	3	2	1	23	2	23
18436	3	2	3	19	3	19
18437	1	2	3	22	3	22
18438	3	2	2	18	3	18
18439	3	4	2	21	3	21
18440	2	2	3	17	3	17
18441	4	2	3	4	3	4
18442	2	2	3	16	2	16
18443	3	3	3	16	3	16
18444	3	2	3	3	3	3
18445	3	2	3	15	2	15
18446	3	2	4	5	3	5
18447	3	2	2	10	2	10
18448	3	2	3	2	3	2
18449	2	2	3	2	2	2
18450	3	2	4	12	2	12
18451	4	2	2	4	3	4
18452	2	2	2	1	2	1
18453	2	2	2	8	2	8
18454	3	2	3	1	3	1
18455	3	2	2	1	2	1
18456	4	2	2	11	2	11
18457	2	2	1	3	3	3
18458	2	2	2	2	2	2
18459	2	2	2	5	2	5
18460	2	2	2	1	2	1
18461	2	2	2	9	2	9
18462	2	3	2	2	3	2
18463	2	2	2	1	2	1
18464	2	2	2	4	2	4
18465	2	2	3	8	2	8
18466	3	2	2	1	2	1
18467	2	2	2	3	2	3
18468	3	2	4	7	3	7
18469	2	3	2	1	2	1
18470	2	2	2	1	2	1
18471	2	2	2	5	2	5
18472	4	2	3	1	3	1
18473	2	2	2	4	2	4
18474	2	2	2	3	2	3
18475	2	2	2	2	2	2
18476	2	2	2	1	2	1
18477	4	4	2	26	3	26
18478	4	3	2	21	3	21
18479	2	2	2	4	3	4
18480	3	3	2	11	3	11
18481	2	2	3	9	1	9
18482	2	2	2	3	3	3
18483	3	3	2	9	3	9
18484	2	2	2	1	2	1
18485	3	2	2	8	1	8
18486	2	2	2	2	3	2
18487	3	2	4	5	3	5
18488	2	2	2	3	3	3
18489	2	3	2	7	1	7
18490	2	2	3	1	3	1
18491	4	4	2	4	3	4
18492	2	2	2	2	3	2
18493	3	3	2	5	2	5
18494	2	2	1	1	2	1
18495	4	3	4	3	4	3
18496	2	2	2	1	2	1
18497	3	2	3	3	2	3
18498	2	2	2	1	2	1
18499	3	2	2	1	3	1
18500	4	2	3	1	4	1
18501	3	2	2	2	2	2
18502	2	2	2	1	2	1
18503	3	3	2	18	3	18
18504	3	4	2	17	3	17
18505	4	3	2	12	3	12
18506	2	2	2	4	2	4
18507	3	3	3	11	3	11
18508	2	2	2	3	1	3
18509	3	2	2	6	3	6
18510	3	2	2	4	3	4
18511	2	2	2	2	2	2
18512	2	2	2	5	3	5
18513	2	2	2	3	3	3
18514	2	2	1	1	2	1
18515	2	2	2	4	3	4
18516	2	2	2	2	3	2
18517	2	2	2	3	3	3
18518	2	2	3	1	4	1
18519	2	3	3	2	3	2
18520	3	3	2	1	2	1
18521	4	3	4	21	3	21
18522	3	2	1	3	1	3
18523	4	2	4	17	3	17
18524	1	2	2	2	1	2
18525	4	2	4	16	3	16
18526	2	2	2	1	2	1
18527	4	4	2	15	3	15
18528	4	2	4	14	3	14
18529	4	2	4	13	3	13
18530	4	2	3	12	3	12
18531	3	2	4	11	3	11
18532	2	3	2	2	2	2
18533	4	2	4	8	3	8
18534	2	2	2	1	2	1
18535	4	2	4	7	3	7
18536	4	3	2	6	3	6
18537	3	2	3	3	3	3
18538	2	2	2	2	2	2
18539	3	4	2	2	3	2
18540	2	2	2	1	2	1
18541	2	2	3	1	2	1
18542	3	2	4	18	1	18
18543	4	3	2	17	1	17
18544	3	3	2	16	1	16
18545	2	2	1	15	1	15
18546	2	3	2	8	2	8
18547	1	2	2	6	2	6
18548	3	2	4	7	2	7
18549	2	2	1	5	2	5
18550	4	2	2	6	2	6
18551	2	2	2	1	2	1
18552	1	2	1	3	2	3
18553	2	2	2	5	2	5
18554	1	2	2	2	2	2
18555	2	2	2	2	2	2
18556	2	2	2	2	2	2
18557	2	1	2	1	2	1
18558	2	2	2	1	2	1
18559	2	2	2	1	2	1
18560	3	3	3	34	1	34
18561	3	1	1	18	2	18
18562	3	2	2	15	1	15
18563	1	1	2	17	1	17
18564	2	2	2	14	1	14
18565	1	2	2	2	2	2
18566	2	2	2	14	2	14
18567	2	2	1	2	2	2
18568	2	3	2	11	3	11
18569	2	0	2	1	1	1
18570	2	2	1	6	2	6
18571	2	2	2	7	3	7
18572	1	2	2	1	1	1
18573	3	2	2	10	3	10
18574	1	2	1	5	2	5
18575	2	3	2	6	3	6
18576	2	4	2	9	3	9
18577	1	2	1	4	2	4
18578	3	2	2	3	3	3
18579	2	2	2	2	2	2
18580	4	4	2	1	3	1
18581	2	2	2	7	1	7
18582	1	2	2	3	2	3
18583	2	3	4	2	3	2
18584	2	2	1	1	2	1
18585	2	1	2	6	1	6
18586	2	1	2	2	2	2
18587	4	2	4	1	4	1
18588	1	2	3	4	2	4
18589	2	2	1	1	2	1
18590	2	2	2	1	2	1
18591	3	2	3	3	3	3
18592	2	2	2	1	2	1
18593	3	2	4	1	3	1
18594	3	3	2	5	3	5
18595	3	2	3	2	3	2
18596	2	2	2	2	3	2
18597	3	3	3	1	3	1
18598	2	4	2	1	2	1
18599	2	2	2	17	1	17
18600	2	3	1	8	2	8
18601	2	2	2	8	2	8
18602	3	2	2	1	2	1
18603	1	2	1	6	2	6
18604	2	2	2	7	1	7
18605	1	2	1	5	1	5
18606	2	2	3	6	2	6
18607	1	2	1	4	2	4
18608	3	2	2	5	2	5
18609	1	2	0	3	2	3
18610	2	2	2	4	2	4
18611	0	1	2	2	2	2
18612	2	2	2	3	2	3
18613	2	2	2	1	2	1
18614	2	2	2	2	2	2
18615	2	3	2	1	2	1
18616	4	2	3	20	1	20
18617	3	4	2	19	3	19
18618	4	2	4	18	2	18
18619	4	4	3	17	3	17
18620	4	4	2	4	3	4
18621	3	2	4	12	1	12
18622	4	3	2	3	3	3
18623	4	2	3	11	2	11
18624	2	2	3	2	3	2
18625	3	2	2	10	2	10
18626	3	3	2	1	3	1
18627	2	2	2	9	3	9
18628	2	2	3	1	2	1
18629	2	2	2	7	2	7
18630	2	2	3	6	2	6
18631	2	2	2	1	2	1
18632	3	2	2	4	1	4
18633	2	1	3	3	1	3
18634	3	2	3	2	3	2
18635	3	2	3	1	3	1
18636	4	2	4	23	3	23
18637	2	2	2	1	2	1
18638	4	3	2	21	3	21
18639	3	2	3	20	3	20
18640	3	3	3	19	3	19
18641	3	2	4	18	3	18
18642	4	3	2	17	3	17
18643	3	4	2	2	4	2
18644	2	2	2	14	2	14
18645	4	3	2	1	4	1
18646	2	2	2	8	2	8
18647	2	2	2	5	2	5
18648	2	2	2	7	3	7
18649	2	2	2	4	2	4
18650	2	2	2	6	3	6
18651	2	2	2	2	2	2
18652	2	2	2	1	2	1
18653	2	2	2	1	2	1
18654	2	2	2	4	2	4
18655	2	2	2	1	2	1
18656	2	2	2	3	2	3
18657	2	2	2	2	3	2
18658	2	2	2	1	2	1
18659	3	4	2	6	3	6
18660	4	4	2	5	3	5
18661	4	2	3	3	3	3
18662	2	2	2	1	2	1
18663	3	4	2	2	3	2
18664	2	2	3	1	2	1
18665	4	3	2	23	3	23
18666	3	4	3	22	3	22
18667	4	4	2	10	3	10
18668	3	2	4	11	3	11
18669	4	2	4	9	3	9
18670	2	2	2	1	2	1
18671	4	3	2	9	3	9
18672	2	2	2	1	2	1
18673	4	3	2	7	3	7
18674	3	2	4	3	3	3
18675	2	2	3	5	3	5
18676	3	3	3	5	3	5
18677	2	2	2	1	2	1
18678	4	2	3	2	3	2
18679	3	3	2	4	3	4
18680	3	2	3	4	2	4
18681	3	4	2	1	3	1
18682	3	2	3	3	2	3
18683	3	2	3	3	2	3
18684	3	2	2	2	2	2
18685	3	2	2	2	2	2
18686	2	3	2	1	2	1
18687	2	2	2	1	2	1
18688	2	2	1	9	1	9
18689	2	2	2	1	2	1
18690	1	1	2	7	1	7
18691	1	2	3	6	1	6
18692	2	1	2	2	2	2
18693	3	2	2	3	2	3
18694	1	2	2	1	1	1
18695	2	2	2	2	2	2
18696	2	2	2	1	2	1
18697	4	2	4	24	3	24
18698	4	2	4	23	3	23
18699	2	2	2	10	3	10
18700	4	2	4	12	3	12
18701	2	2	3	9	3	9
18702	4	2	4	11	3	11
18703	3	3	2	8	3	8
18704	2	2	2	1	2	1
18705	4	4	2	9	3	9
18706	3	2	2	5	3	5
18707	2	2	2	2	2	2
18708	4	2	4	8	4	8
18709	2	2	2	1	2	1
